id,HomeTeam,AwayTeam,Unnamed: 0,HTP,ATP,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W,HTGD,ATGD,DiffFormPts
3275,Liverpool,Chelsea,3275,1.492011469,1.478063835,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.335689121,1.84319871,-0.041666667
3276,Newcastle,Sunderland,3276,-0.472850264,-0.274181698,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.586809009,-0.502062401,-0.166666667
3277,Blackburn,Aston Villa,3277,-0.472850264,1.39841631,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.646887075,0.820905405,-0.25
3278,Chelsea,Hull,3278,1.492011469,-0.194534173,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.87639172,-0.923006703,0.416666667
3279,Everton,Bolton,3279,0.627472308,-0.433476746,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.254283923,-0.502062401,0.416666667
3280,Man City,Middlesbrough,3280,0.058448349,-0.662861615,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.590721095,-1.002384772,0.32
3281,Portsmouth,Liverpool,3281,-0.469706484,1.554525458,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.908827446,1.364524904,-0.32
3282,Sunderland,Stoke,3282,-0.243354413,-0.509938369,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.447427895,-1.002384772,0.04
3283,West Brom,Newcastle,3283,-0.620607865,-0.509938369,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-1.254877109,-0.598278242,0.2
3284,Wigan,Fulham,3284,0.20934973,-0.051168629,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.129321544,-0.020983199,0.04
3285,Tottenham,Arsenal,3285,-0.469706484,0.942832472,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.274403063,0.729500357,-0.28
3286,West Ham,Man United,3286,0.20934973,1.936833574,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.013971657,1.768631434,-0.16
3287,Portsmouth,Man City,3287,-0.469706484,0.025292994,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.908827446,0.556311844,-0.36
3288,Man United,Fulham,3288,1.944715613,-0.051168629,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.801894917,-0.020983199,0.44
3289,Arsenal,Sunderland,3289,0.963856636,-0.280553499,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.763745927,-0.482819233,0.24
3290,Aston Villa,Chelsea,3290,1.419462729,1.257501461,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.901278485,1.588781824,0.230769231
3291,Bolton,West Ham,3291,-0.321707054,0.081168795,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.540595112,-0.076492337,-0.153846154
3292,Man United,Blackburn,3292,1.999852655,-0.654039119,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1.899498669,-0.798111141,0.384615385
3293,Middlesbrough,Wigan,3293,-0.684450758,0.154689588,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.984248526,0.090035079,-0.038461538
3294,Stoke,Portsmouth,3294,-0.539353276,-0.359955955,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.039705203,-0.798111141,0
3295,Fulham,West Brom,3295,0.113585392,-0.727559912,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.12488501,-1.29769339,0.115384615
3296,Liverpool,Man City,3296,1.637108951,-0.065872788,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.400388578,0.423089911,0
3297,Newcastle,Everton,3297,-0.321707054,0.595814335,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.485138435,0.312071634,-0.115384615
3298,Hull,Tottenham,3298,-0.176609572,-0.506997536,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.817878496,-0.298528892,-0.115384615
3299,Arsenal,Fulham,3299,0.911621542,0.081168795,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.734908455,0.090035079,0.076923077
3300,Chelsea,Wigan,3300,1.352287969,0.132905648,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.616053431,0.08592329,0.222222222
3301,Everton,West Brom,3301,0.583808714,-0.787465742,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.334388011,-1.357314317,0.074074074
3302,Middlesbrough,Liverpool,3302,-0.673702795,1.548861634,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.947277409,1.315347919,-0.259259259
3303,Aston Villa,Stoke,3303,1.282426218,-0.575072344,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.815012545,-1.036594849,0.222222222
3304,Bolton,Newcastle,3304,-0.184670543,-0.362678946,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.466652875,-0.502062401,0.074074074
3305,Hull,Blackburn,3305,-0.254532293,-0.504274545,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.840471957,-0.715875379,-0.111111111
3306,West Ham,Man City,3306,0.024914709,-0.079487749,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.092833795,0.406642758,0
3307,Liverpool,Sunderland,3307,1.56187322,-0.150285549,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.349039802,-0.341702667,0.037037037
3308,Portsmouth,Chelsea,3308,-0.324394043,1.336468237,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.733666506,1.582614142,-0.222222222
3309,West Brom,Arsenal,3309,-0.743564546,0.840883642,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.321096489,0.673908981,-0.111111111
3310,Blackburn,Everton,3310,-0.461622482,0.658832157,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.655469656,0.391370403,-0.107142857
3311,Fulham,Hull,3311,0.009944334,-0.365207439,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.065467143,-0.897234603,0.107142857
3312,Man City,Aston Villa,3312,-0.124789042,1.204986609,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.374440056,0.752179805,-0.142857143
3313,Newcastle,Man United,3313,-0.394255794,2.092487592,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.500983199,1.83460801,-0.357142857
3314,Stoke,Bolton,3314,-0.528989169,-0.092130212,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.964442571,-0.433336801,-0.178571429
3315,Tottenham,Middlesbrough,3315,-0.19215573,-0.570015358,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.013971657,-0.845690402,0.178571429
3316,Wigan,West Ham,3316,0.077311022,0.112677707,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.065467143,-0.0725274,-0.107142857
3317,Sunderland,Tottenham,3317,-0.19215573,-0.228668826,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.397992229,-0.020983199,-0.071428571
3318,Fulham,Blackburn,3318,0.009944334,-0.501746053,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.065467143,-0.691057802,0
3319,Arsenal,Blackburn,3319,0.81834459,-0.501746053,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.683412969,-0.691057802,0
3320,Bolton,Fulham,3320,-0.134081,-0.103900784,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.483226135,-0.020983199,0.172413793
3321,Everton,Stoke,3321,0.646443386,-0.433476746,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.41172989,-0.867019038,0
3322,Hull,Newcastle,3322,-0.199124697,-0.499391939,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.781544811,-0.568418154,0
3323,Man United,Liverpool,3323,1.94731736,1.478063835,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.65472437,1.223187152,0.068965517
3324,Middlesbrough,Portsmouth,3324,-0.58938689,-0.433476746,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.980423927,-0.767485409,0
3325,Sunderland,Wigan,3325,-0.199124697,-0.03798559,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.383786577,-0.020983199,0.103448276
3326,Aston Villa,Tottenham,3326,1.101749276,-0.235731168,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.660328786,-0.020983199,-0.103448276
3327,Chelsea,Man City,3327,1.492011469,-0.03798559,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.605004592,0.426918128,0.103448276
3328,West Ham,West Brom,3328,0.256181193,-0.894883092,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.013971657,-1.464220806,0.206896552
3329,Blackburn,West Ham,3329,-0.329212094,0.225675178,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.582665693,-0.020983199,0
3330,Fulham,Man United,3330,0.045873234,1.796653932,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.110096564,1.470362328,-0.066666667
3331,Newcastle,Arsenal,3331,-0.457131369,0.96831968,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.51471533,0.893067285,-0.133333333
3332,Portsmouth,Everton,3332,-0.268504642,0.713447603,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.658902689,0.460096003,-0.1
3333,Stoke,Middlesbrough,3333,-0.457131369,-0.624630804,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.899214954,-0.983141604,0
3334,Tottenham,Chelsea,3334,-0.079877916,1.541781854,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.062034109,1.566578169,-0.066666667
3335,West Brom,Bolton,3335,-0.834384821,-0.242322687,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.379839488,-0.598278242,-0.166666667
3336,Liverpool,Aston Villa,3336,1.554887044,0.96831968,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.359720347,0.556311844,0.2
3337,Man City,Sunderland,3337,-0.079877916,-0.306040706,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.398471283,-0.453954481,-0.033333333
3338,Wigan,Hull,3338,0.10874881,-0.242322687,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.062034109,-0.790709922,0
3339,Arsenal,Man City,3339,0.989006865,-0.114886648,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.927158268,0.363880163,0.166666667
3340,Blackburn,Tottenham,3340,-0.394255794,-0.001838549,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-0.730221167,0.072128905,-0.161290323
3341,Bolton,Middlesbrough,3341,-0.2117138,-0.680127143,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.544172961,-0.998660288,0.064516129
3342,Fulham,Liverpool,3342,0.153370187,1.601389034,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.200019863,1.515366512,-0.096774194
3343,Hull,Portsmouth,3343,-0.272561132,-0.310151547,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.77673322,-0.672767924,-0.064516129
3344,Newcastle,Chelsea,3344,-0.515950456,1.416401235,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.590685014,1.46881046,-0.322580645
3345,West Brom,Stoke,3345,-0.820187112,-0.371814145,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.334877838,-0.858992132,-0.193548387
3346,West Ham,Sunderland,3346,0.214217517,-0.371814145,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.013971657,-0.486543717,0.193548387
3347,Everton,Wigan,3347,0.640148835,0.183149248,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.432580121,0.072128905,0.032258065
3348,Man United,Aston Villa,3348,1.857095456,0.861437842,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.502357306,0.304909164,0.258064516
3349,Chelsea,Bolton,3349,1.431164137,-0.248488947,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1.502357306,-0.579655821,0.161290323
3350,Liverpool,Blackburn,3350,1.668849025,-0.314005459,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.545962354,-0.697500827,0.125
3351,Middlesbrough,Hull,3351,-0.688985054,-0.314005459,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.067433541,-0.787703178,-0.03125
3352,Portsmouth,West Brom,3352,-0.27636409,-0.911361891,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-0.616848042,-1.419119631,0.125
3353,Stoke,Newcastle,3353,-0.217418238,-0.612683675,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.706965142,-0.697500827,0.28125
3354,Sunderland,Man United,3354,-0.394255794,1.896213337,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.526730942,1.467355583,-0.25
3355,Tottenham,West Ham,3355,-0.040580682,0.283350972,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.059030207,0.069219151,-0.03125
3356,Wigan,Arsenal,3356,0.136256874,1.119649976,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.076145443,1.016343831,-0.21875
3357,Aston Villa,Everton,3357,0.784661246,0.701500474,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.284322956,0.565332079,-0.28125
3358,Man City,Fulham,3358,-0.040580682,0.0444084,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.329381506,0.114320327,0
3359,Aston Villa,West Ham,3359,0.784661246,0.283350972,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.284322956,0.069219151,-0.3125
3360,Middlesbrough,Fulham,3360,-0.565734636,0.145777976,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.947277409,0.197689166,-0.151515152
3361,Portsmouth,Bolton,3361,-0.165617338,-0.201774857,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-0.554039155,-0.458327928,0.151515152
3362,Stoke,Blackburn,3362,-0.222776951,-0.375551274,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.685118573,-0.851938185,0.090909091
3363,Sunderland,Hull,3363,-0.451415407,-0.375551274,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.554039155,-0.851938185,-0.121212121
3364,Man City,West Brom,3364,-0.108457723,-0.896880522,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.232437354,-1.37675186,0.090909091
3365,Tottenham,Newcastle,3365,0.063021118,-0.607253162,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.101357936,-0.677000294,0.242424242
3366,Liverpool,Arsenal,3366,1.720649925,1.188436473,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.674310951,1.116113098,0
3367,Chelsea,Everton,3367,1.549171083,0.667107226,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.543231533,0.547564949,0.121212121
3368,Man United,Portsmouth,3368,1.949288381,-0.201774857,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1.543231533,-0.589531347,0
3369,Bolton,Aston Villa,3369,-0.165617338,0.725032697,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.422959736,0.241423639,0.090909091
3370,Everton,Man City,3370,0.659834735,-0.039924273,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.565276267,0.276153955,0.058823529
3371,Fulham,Stoke,3371,0.160528695,-0.152367836,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.226011892,-0.657705673,0
3372,Hull,Liverpool,3372,-0.394255794,1.64672918,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.834189283,1.592047068,-0.323529412
3373,Man United,Tottenham,3373,1.991317509,0.128741072,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.625477442,0.106361296,0
3374,West Brom,Sunderland,3374,-0.893561833,-0.377254963,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.385493893,-0.530361177,0
3375,West Ham,Chelsea,3375,0.216007145,1.478063835,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.056379704,1.464702573,-0.117647059
3376,Arsenal,Middlesbrough,3376,1.159140776,-0.602142091,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.116580877,-0.954842828,0.235294118
3377,Blackburn,Wigan,3377,-0.394255794,-0.039924273,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.834189283,-0.318120353,-0.058823529
3378,Newcastle,Portsmouth,3378,-0.61616959,-0.2648114,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-0.664557095,-0.657705673,-0.176470588
3379,Chelsea,Fulham,3379,1.492011469,0.128741072,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.498253301,0.191257626,0
3380,Man City,Blackburn,3380,0.090784359,-0.324245855,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.343542765,-0.763219682,0.057142857
3381,Middlesbrough,Man United,3381,-0.609829195,2.024218287,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.974741668,1.628431209,-0.314285714
3382,Portsmouth,Arsenal,3382,-0.232575742,1.204986609,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.603974171,1.133606887,-0.2
3383,Stoke,West Ham,3383,-0.178682393,0.112677707,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.645170559,-0.020983199,0.142857143
3384,Tottenham,West Brom,3384,0.090784359,-0.815784862,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.013971657,-1.258044005,0.114285714
3385,Wigan,Bolton,3385,-0.017002341,-0.26963041,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.274403063,-0.474572161,-0.028571429
3386,Liverpool,Newcastle,3386,1.70758487,-0.651938526,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.661827196,-0.680748962,0.314285714
3387,Sunderland,Everton,3387,-0.394255794,0.549601267,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.603974171,0.473841124,-0.057142857
3388,Aston Villa,Hull,3388,0.683611213,-0.488092192,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.261149987,-0.928161124,0.057142857
3389,Blackburn,Portsmouth,3389,-0.286469093,-0.26963041,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.727563336,-0.639513603,0.028571429
3390,Bolton,Sunderland,3390,-0.237066856,-0.486575095,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.426600832,-0.702512069,0.055555556
3391,Everton,Tottenham,3391,0.653670464,0.150605099,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.574700278,0.019106735,-0.027777778
3392,Fulham,Aston Villa,3392,0.182103649,0.734686942,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.174179834,0.259646335,0.027777778
3393,Hull,Stoke,3393,-0.49904842,-0.274181698,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.907225364,-0.702512069,-0.166666667
3394,West Brom,Wigan,3394,-0.813426296,-0.114886648,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.227641719,-0.381792601,0.083333333
3395,West Ham,Liverpool,3395,0.23449996,1.743555583,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.054023701,1.702883942,-0.166666667
3396,Arsenal,Chelsea,3396,1.282426218,1.584260535,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.255585032,1.502434276,0
3397,Man United,Man City,3397,2.068370912,0.150605099,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.69615752,0.379916137,0.166666667
3398,Newcastle,Middlesbrough,3398,-0.656237358,-0.698968493,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.747017187,-1.06332147,-0.055555556
3399,Wigan,Man United,3399,-0.079877916,2.06214568,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.346496743,1.66279401,-0.388888889
3400,Bolton,Hull,3400,-0.241315205,-0.588466522,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.414693466,-0.957137323,0.081081081
3401,Everton,West Ham,3401,0.625348133,0.134819102,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.55954545,-0.098996043,0.054054054
3402,Man United,Arsenal,3402,2.103773824,1.168084282,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.689662594,1.071196612,0.135135135
3403,Middlesbrough,Aston Villa,3403,-0.700136971,0.651451693,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-1.077175931,0.17404891,-0.054054054
3404,Newcastle,Fulham,3404,-0.547196383,0.23814562,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.648510806,0.213055332,-0.135135135
3405,Stoke,Wigan,3405,-0.139354813,-0.175160451,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.60954125,-0.411047417,0.162162162
3406,Tottenham,Man City,3406,0.166526365,0.083155843,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.052941213,0.291068175,0.027027027
3407,Chelsea,Blackburn,3407,1.644952058,-0.278486969,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.61172348,-0.723098791,0.189189189
3408,West Brom,Liverpool,3408,-0.700136971,1.788043388,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.116145487,1.773312204,-0.162162162
3409,Portsmouth,Sunderland,3409,-0.343275598,-0.485140004,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.765419478,-0.684092369,0
3410,Arsenal,Stoke,3410,1.144541185,-0.08135085,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1.076404833,-0.552702318,-0.026315789
3411,Aston Villa,Newcastle,3411,0.648155062,-0.634691544,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.203691866,-0.704622066,0.052631579
3412,Blackburn,West Brom,3412,-0.294978569,-0.785602641,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.744909183,-1.198361247,0
3413,Fulham,Everton,3413,0.350323389,0.673204642,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.27957995,0.586695794,0.052631579
3414,Hull,Man United,3414,-0.54317163,2.031404529,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.896685352,1.612154092,-0.315789474
3415,Liverpool,Tottenham,3415,1.839481754,0.220471348,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1.835285674,0.054976675,0.078947368
3416,Man City,Bolton,3416,0.052491715,-0.282565648,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.27957995,-0.438762506,0.131578947
