id,HomeTeam,AwayTeam,Unnamed: 0,HTP,ATP,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W,HTGD,ATGD,DiffFormPts
3417,Sunderland,Chelsea,3417,-0.493533018,1.679278633,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.706965142,1.612154092,-0.236842105
3418,West Ham,Middlesbrough,3418,0.102130329,-0.735298943,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.137804512,-1.084421435,0.052631579
3419,Wigan,Portsmouth,3419,-0.195701345,-0.282565648,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.441356848,-0.704622066,-0.078947368
3420,Aston Villa,Wigan,3420,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3421,Blackburn,Man City,3421,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3422,Bolton,Sunderland,3422,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3423,Chelsea,Hull,3423,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3424,Everton,Arsenal,3424,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3425,Portsmouth,Fulham,3425,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3426,Stoke,Burnley,3426,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3427,Wolves,West Ham,3427,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3428,Man United,Birmingham,3428,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3429,Tottenham,Liverpool,3429,-2.280523057,-2.345017326,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.013971657,-0.020983199,0
3430,Sunderland,Chelsea,3430,0.548877838,0.522293545,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.734908455,0.700635604,0
3431,Wigan,Wolves,3431,0.548877838,-2.345017326,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1.455845254,-1.464220806,1.5
3432,Birmingham,Portsmouth,3432,-2.280523057,-2.345017326,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.706965142,-0.742602002,0
3433,Burnley,Man United,3433,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-1.427901941,0.700635604,-1.5
3434,Hull,Tottenham,3434,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.706965142,0.700635604,-1.5
3435,Liverpool,Stoke,3435,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.706965142,1.422254408,-1.5
3436,Arsenal,Portsmouth,3436,0.548877838,-2.345017326,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3.61865565,-0.742602002,1.5
3437,Birmingham,Stoke,3437,-2.280523057,0.522293545,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.706965142,1.422254408,-1.5
3438,Hull,Bolton,3438,-2.280523057,-2.345017326,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.706965142,-0.742602002,0
3439,Man City,Wolves,3439,0.548877838,-2.345017326,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1.455845254,-1.464220806,1.5
3440,Sunderland,Blackburn,3440,-0.394255794,-2.345017326,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.466652875,-1.464220806,1
3441,Wigan,Man United,3441,-0.394255794,-0.433476746,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.494596189,-0.020983199,0
3442,Burnley,Everton,3442,-0.394255794,-2.345017326,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.466652875,-2.907458413,1
3443,Fulham,Chelsea,3443,-0.394255794,1.478063835,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.466652875,1.422254408,-1
3444,West Ham,Tottenham,3444,-0.394255794,1.478063835,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.494596189,2.384412813,-1
3445,Liverpool,Aston Villa,3445,-0.394255794,-0.433476746,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.455845254,-0.020983199,0
3446,Blackburn,West Ham,3446,-2.280523057,-0.433476746,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-1.427901941,0.460096003,-1
3447,Bolton,Liverpool,3447,-2.280523057,-0.433476746,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.947277409,1.422254408,-1
3448,Chelsea,Burnley,3448,1.492011469,-0.433476746,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.455845254,-0.502062401,1
3449,Man United,Arsenal,3449,-0.394255794,1.478063835,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.013971657,3.82765042,-1
3450,Stoke,Sunderland,3450,-0.394255794,0.522293545,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.706965142,-0.020983199,-0.5
3451,Tottenham,Birmingham,3451,1.963578285,-0.433476746,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2.176782052,-0.020983199,1.25
3452,Wolves,Hull,3452,-0.86582261,-0.911361891,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.706965142,-1.464220806,0
3453,Aston Villa,Fulham,3453,0.548877838,-0.911361891,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.734908455,-1.103411404,0.75
3454,Everton,Wigan,3454,-0.86582261,-0.911361891,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.78837034,-1.464220806,0
3455,Portsmouth,Man City,3455,-2.280523057,1.95594898,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.78837034,1.422254408,-2.25
3456,Blackburn,Wolves,3456,-1.808956241,-0.911361891,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-1.067433541,-0.742602002,-0.5
3457,Liverpool,Burnley,3457,-0.86582261,0.522293545,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.374440056,-0.020983199,-0.75
3458,Man City,Arsenal,3458,1.963578285,0.522293545,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.455845254,2.504682613,0.75
3459,Portsmouth,Bolton,3459,-2.280523057,-2.345017326,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.78837034,-1.103411404,0
3460,Stoke,Chelsea,3460,0.360251111,2.242680067,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.274403063,2.288196972,-1
3461,Sunderland,Hull,3461,-0.017002341,-0.815784862,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.274403063,-1.175573285,0.4
3462,Tottenham,Man United,3462,2.246518375,1.095755719,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2.032594693,1.710901929,0.6
3463,Wigan,West Ham,3463,-1.148762699,-0.815784862,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1.427901941,-0.020983199,-0.2
3464,Birmingham,Aston Villa,3464,-0.771509246,1.095755719,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.274403063,0.844959365,-1
3465,Fulham,Everton,3465,-0.017002341,-1.198092978,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.562777782,-1.752868327,0.6
3466,Arsenal,Wigan,3466,-0.017002341,-1.198092978,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.455845254,-1.464220806,0.6
3467,Aston Villa,Portsmouth,3467,1.114758017,-2.345017326,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.879095815,-1.752868327,1.8
3468,Bolton,Stoke,3468,-1.148762699,0.331139487,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.562777782,-0.30963072,-0.8
3469,Burnley,Sunderland,3469,-0.017002341,-0.051168629,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.851152502,-0.30963072,0
3470,Hull,Birmingham,3470,-1.023011548,-1.070656938,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1.668214207,-0.502062401,0
3471,West Ham,Liverpool,3471,-1.023011548,0.522293545,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.22634061,1.422254408,-0.833333333
3472,Chelsea,Tottenham,3472,2.435145101,1.478063835,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2.176782052,1.181714806,0.5
3473,Everton,Blackburn,3473,-0.394255794,-1.070656938,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.706965142,-0.983141604,0.333333333
3474,Man United,Man City,3474,1.492011469,1.478063835,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.936469786,1.181714806,0
3475,Wolves,Fulham,3475,-1.023011548,-0.433476746,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.947277409,-0.742602002,-0.333333333
3476,Birmingham,Bolton,3476,-1.023011548,-1.070656938,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.466652875,-0.502062401,0
3477,Blackburn,Aston Villa,3477,-1.023011548,1.478063835,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.947277409,1.181714806,-1.333333333
3478,Fulham,Arsenal,3478,-0.394255794,0.522293545,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.706965142,2.143873211,-0.5
3479,Liverpool,Hull,3479,0.548877838,-1.070656938,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.455845254,-1.704760408,0.833333333
3480,Portsmouth,Everton,3480,-2.280523057,0.112677707,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.839865826,-0.433336801,-1.285714286
3481,Stoke,Man United,3481,-0.124789042,1.751141061,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.397992229,1.83460801,-1
3482,Tottenham,Burnley,3482,0.953077965,0.112677707,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.425935542,-1.051867204,0
3483,Wigan,Chelsea,3483,-0.663722546,2.570372737,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.633883883,2.453138412,-1.714285714
3484,Sunderland,Wolves,3484,0.144677711,-0.433476746,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.013971657,-0.639513603,-0.142857143
3485,Man City,West Ham,3485,1.761478222,-1.252708424,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1.455845254,-0.639513603,1.571428571
3486,Bolton,Tottenham,3486,-0.394255794,0.931909383,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.192010286,0.391370403,-0.285714286
3487,Burnley,Birmingham,3487,0.144677711,-0.433476746,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.015938055,-0.22716,0.285714286
3488,Hull,Wigan,3488,-1.20265605,-0.706553972,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-1.633883883,-1.670397607,0.142857143
3489,Man United,Sunderland,3489,1.761478222,0.112677707,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.867809139,-0.020983199,0.857142857
3490,Wolves,Portsmouth,3490,-0.630039202,-2.345017326,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.067433541,-1.825030208,0.5
3491,Arsenal,Blackburn,3491,1.256228061,-0.672419318,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2.537250452,-1.283816105,0.25
3492,Chelsea,Liverpool,3492,1.963578285,1.239121262,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.816313653,2.143873211,0
3493,Everton,Stoke,3493,0.077311022,-0.433476746,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.346496743,-0.742602002,0.625
3494,West Ham,Fulham,3494,-1.101606017,-0.672419318,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.526730942,-0.742602002,-0.25
3495,Aston Villa,Man City,3495,0.784661246,1.478063835,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.734908455,1.241849707,0
3496,Arsenal,Birmingham,3496,1.256228061,-0.672419318,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2.537250452,-0.381792601,0.625
3497,Aston Villa,Chelsea,3497,0.784661246,1.95594898,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.734908455,1.78306381,-0.25
3498,Everton,Wolves,3498,0.077311022,-0.672419318,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.346496743,-1.103411404,0.75
3499,Man United,Bolton,3499,1.963578285,-0.433476746,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.996547853,-0.2013879,0.875
3500,Portsmouth,Tottenham,3500,-1.651767303,1.05327704,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.427901941,1.10153494,-0.444444444
3501,Stoke,West Ham,3501,-0.394255794,-1.283050336,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.626861053,-0.662422135,0.444444444
3502,Sunderland,Liverpool,3502,0.444085211,0.840883642,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.494596189,1.582614142,-0.555555556
3503,Blackburn,Burnley,3503,-0.184670543,0.203703447,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.947277409,-1.464220806,0.333333333
3504,Wigan,Man City,3504,-0.394255794,1.265670437,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.107485586,1.10153494,-0.222222222
3505,Fulham,Hull,3505,-0.184670543,-0.858263541,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.306444698,-1.945300008,0.333333333
3506,Birmingham,Sunderland,3506,-0.813426296,0.416096845,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,-0.466652875,0.460096003,-0.444444444
3507,Burnley,Wigan,3507,0.23449996,-0.433476746,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1.427901941,-1.143501338,0
3508,Chelsea,Blackburn,3508,2.120767223,-0.221083348,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.936469786,-0.983141604,0.333333333
3509,Hull,Portsmouth,3509,-0.813426296,-1.707837133,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1.908526472,-1.464220806,0.111111111
3510,Tottenham,Stoke,3510,1.303384743,-0.051168629,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1.167470534,-0.453954481,0.2
3511,Wolves,Aston Villa,3511,-0.771509246,0.904601661,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.995339861,0.700635604,-0.4
3512,Bolton,Everton,3512,-0.205629067,-0.242322687,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.130215703,-0.453954481,0
3513,Liverpool,Man United,3513,0.548877838,1.860371951,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1.311657894,1.710901929,-0.4
3514,Man City,Fulham,3514,1.114758017,-0.242322687,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.023283175,-0.30963072,0.1
3515,West Ham,Arsenal,3515,-1.148762699,1.286909777,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.562777782,2.288196972,-1.1
3516,Arsenal,Tottenham,3516,1.303384743,1.286909777,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2.320969412,1.133606887,0.6
3517,Bolton,Chelsea,3517,-0.205629067,1.669217893,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.130215703,1.566578169,-0.1
3518,Burnley,Hull,3518,-0.017002341,-1.00693892,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-1.427901941,-2.041515849,0.3
3519,Everton,Aston Villa,3519,-0.205629067,0.904601661,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.418590423,0.700635604,0
3520,Fulham,Liverpool,3520,0.120180733,0.782958169,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.013971657,1.422254408,-0.090909091
3521,Man United,Blackburn,3521,1.492011469,-0.607253162,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.324765836,-1.726627644,0.363636364
3522,Portsmouth,Wigan,3522,-1.594607688,-0.085923912,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-1.296822523,-0.677000294,-0.272727273
3523,Stoke,Wolves,3523,0.291659575,-0.781029579,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.24818718,-0.93940713,0.272727273
3524,Sunderland,West Ham,3524,0.463138418,-1.128582412,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.407209911,-0.545796875,0.363636364
3525,Birmingham,Man City,3525,-0.565734636,0.956734585,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.510346016,0.897440732,-0.090909091
3526,West Ham,Aston Villa,3526,-1.080171163,0.782958169,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.510346016,0.635033896,-0.272727273
3527,Aston Villa,Bolton,3527,0.8060961,-0.433476746,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.669368747,-0.677000294,-0.090909091
3528,Blackburn,Portsmouth,3528,-0.565734636,-1.64991166,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-1.690060777,-1.333017387,0.181818182
3529,Man City,Burnley,3529,0.977574943,-0.259700329,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.931527582,-1.595424225,0.090909091
3530,Tottenham,Sunderland,3530,0.706066776,0.362998497,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.494596189,0.339826203,-0.083333333
3531,Wolves,Arsenal,3531,-0.708633672,1.637358883,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.827121275,2.624952413,-0.833333333
3532,Chelsea,Man United,3532,1.963578285,1.637358883,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2.417094319,1.422254408,-0.083333333
3533,Hull,Stoke,3533,-1.023011548,0.203703447,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.908526472,-0.261522801,-0.333333333
3534,West Ham,Everton,3534,-0.708633672,0.0444084,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.346496743,-0.261522801,0
3535,Wigan,Fulham,3535,-0.237066856,0.0444084,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-1.067433541,-0.020983199,-0.166666667
3536,Liverpool,Birmingham,3536,0.548877838,-0.592771793,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.095376854,-0.502062401,0.166666667
3537,Birmingham,Fulham,3537,-0.551444732,0.0444084,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-0.466652875,-0.020983199,-0.416666667
3538,Burnley,Aston Villa,3538,0.077311022,0.522293545,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-1.187589674,0.460096003,0
3539,Chelsea,Wolves,3539,1.963578285,-0.752066843,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.417094319,-0.862871803,0.5
3540,Hull,West Ham,3540,-0.684450758,-0.874601495,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-1.649728648,-0.465056309,0.153846154
3541,Liverpool,Man City,3541,0.476329098,0.742855919,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1.012191839,0.756144743,-0.076923077
3542,Man United,Everton,3542,1.346913987,-0.139393579,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.234018546,-0.576074587,0.153846154
3543,Sunderland,Arsenal,3543,0.186134134,1.331022252,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.12488501,2.310400627,-0.384615385
3544,Bolton,Blackburn,3544,-0.684450758,0.007648004,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.206075233,-1.020147696,-0.461538462
3545,Stoke,Portsmouth,3545,0.041036652,-1.315726245,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.318768405,-0.909129418,0.076923077
3546,Tottenham,Wigan,3546,0.911621542,-0.286435162,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.679451779,-1.020147696,0.153846154
3547,Fulham,Blackburn,3547,-0.10406083,0.007648004,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.096941697,-1.020147696,-0.076923077
3548,Hull,Everton,3548,-0.684450758,-0.139393579,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-1.649728648,-0.576074587,0.153846154
3549,Aston Villa,Tottenham,3549,0.76652406,0.889897502,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.901278485,0.645126466,0.076923077
3550,Blackburn,Stoke,3550,-0.124789042,0.249216319,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-1.221919998,-0.22716,-0.285714286
3551,Fulham,Bolton,3551,0.144677711,-0.706553972,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.219953599,-1.154955605,0.285714286
3552,Man City,Hull,3552,0.683611213,-0.706553972,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.734908455,-1.567309206,0
3553,Portsmouth,Man United,3553,-1.337389425,1.478063835,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.912947085,1.422254408,-0.357142857
3554,West Ham,Burnley,3554,-0.798455921,-0.023860907,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-0.397992229,-1.051867204,0.071428571
3555,Wigan,Sunderland,3555,-0.394255794,0.385754933,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.736874854,0.185193602,-0.142857143
3556,Arsenal,Chelsea,3556,1.087811342,2.160756899,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1.867809139,2.556226814,-0.357142857
3557,Everton,Liverpool,3557,-0.259522419,0.385754933,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-0.603974171,0.906812406,-0.071428571
3558,Wolves,Birmingham,3558,-0.933189298,-0.296938133,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-1.427901941,-0.3302484,-0.357142857
3559,Arsenal,Stoke,3559,1.087811342,0.249216319,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.867809139,-0.22716,-0.214285714
3560,Aston Villa,Hull,3560,0.611753413,-0.433476746,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.782970908,-1.368004965,-0.133333333
